Block,Condition,L1,L2,L3,L4,L5,L6,Letter_duration,accumulated_accuracy,correct_responses,count_correct,count_responses,pLetter1,pLetter2,pLetter3,pLetter4,pLetter5,pLetter6,response,subject_nr
"0","2","G","Z","D","L","K","P","80","0","0","0","1","bot left","top right","bot right","left","right","top left","l","0"
